dataset,path,point_count,min_x,min_y,min_z,max_x,max_y,max_z,span_x,span_y,span_z,density_points_per_m2_proxy,intensity_q,return_number_q,number_of_returns_q,intensity_hist_sum,return_number_hist_sum,number_of_returns_hist_sum,class_hist_sum
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1009.laz,6021,366662.691,6674288.616,34.235,366699.994,6674299.999,39.552,37.303000000014435,11.382999999448657,5.317,14.17973554114799,"[14130.0, 18816.4, 43162.0, 49621.6, 56693.0]","[1.0, 1.0, 1.0, 3.0, 4.0]","[1.0, 1.0, 1.0, 3.0, 4.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_101.laz,188,361600.003,6671400.01,47.903999999999996,361614.028,6671404.389,52.119,14.024999999965075,4.379000000655651,4.215000000000003,3.0611177390115376,"[14222.0, 14344.58, 24525.0, 50390.7, 53224.0]","[1.0, 1.87, 3.0, 5.0, 6.0]","[1.0, 1.87, 3.0, 5.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1010.laz,742198,366600.0,6674300.0,28.146,366699.999,6674399.999,101.717,99.99900000001071,99.99899999983609,73.571,74.22128441837995,"[2535.0, 10263.99, 43237.0, 53397.01000000001, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1011.laz,745987,366600.0,6674400.0,20.351,366699.999,6674499.999,83.839,99.99900000001071,99.99899999983609,63.488,74.6001919964942,"[0.0, 24670.949999999997, 46246.0, 52930.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 2.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1012.laz,187624,366600.0,6674500.0,19.723,366699.999,6674577.764,37.958,99.99900000001071,77.76400000043213,18.235,24.12760097959208,"[13074.0, 19366.0, 42849.0, 51597.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1013.laz,155692,366600.0,6676729.33,29.705,366699.999,6676799.999,66.5,99.99900000001071,70.66899999976158,36.795,22.03137966238067,"[10613.0, 15211.0, 41575.0, 51184.09, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1014.laz,569013,366600.0,6676800.0,35.263,366699.999,6676899.999,121.917,99.99900000001071,99.99899999983609,86.654,56.902438043157794,"[678.0, 9968.99, 44527.0, 54278.0, 59697.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1015.laz,504822,366600.0,6676900.0,48.804,366699.999,6676999.999,129.87900000000002,99.99900000001071,99.99899999983609,81.07500000000002,50.483209659222204,"[130.0, 10403.0, 39415.0, 52915.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1016.laz,4886,366660.46,6677000.0,54.168,366699.997,6677017.673,68.429,39.53699999995297,17.673000000417233,14.261000000000003,6.992612665212781,"[13953.0, 15107.95, 34119.5, 49735.049999999996, 52587.0]","[1.0, 1.0, 2.0, 5.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1017.laz,106982,366700.001,6674261.384,31.83,366799.999,6674299.999,45.466,99.99800000002142,38.61500000022352,13.636000000000003,27.70533204250977,"[12611.0, 18304.239999999998, 43764.0, 51113.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1018.laz,775757,366700.0,6674300.0,28.397,366799.999,6674399.999,71.16499999999999,99.99900000001071,99.99899999983609,42.767999999999994,77.57725153739187,"[254.0, 17099.989999999998, 45446.0, 52843.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 3.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1019.laz,690988,366700.0,6674400.0,11.966000000000001,366799.999,6674499.999,107.986,99.99900000001071,99.99899999983609,96.02000000000001,69.10018199683579,"[0.0, 20517.98, 44566.0, 52653.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 2.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_102.laz,58895,361600.0,6672329.284,31.454,361680.775,6672399.998,59.179,80.77500000002328,70.71399999968708,27.725,10.310887662777136,"[10602.0, 14191.0, 39491.0, 52808.0, 58007.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 2.0, 5.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1020.laz,93288,366700.001,6674500.0,19.902,366799.995,6674556.155,47.647,99.99400000000605,56.15500000026077,27.744999999999997,16.61358696739704,"[13651.0, 25939.35, 41475.0, 50535.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 2.0, 3.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1021.laz,59011,366700.0,6676742.453,27.566,366799.999,6676799.999,34.745,99.99900000001071,57.54600000008941,7.1789999999999985,10.254681492337113,"[16310.0, 43681.1, 46817.0, 51038.9, 53778.0]","[1.0, 1.0, 1.0, 1.0, 6.0]","[1.0, 1.0, 1.0, 1.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1022.laz,344882,366700.0,6676800.0,28.215,366799.999,6676899.999,107.565,99.99900000001071,99.99899999983609,79.35,34.48888977439944,"[1460.0, 11501.0, 46967.0, 53519.0, 58635.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1023.laz,511773,366700.0,6676900.0,33.057,366799.999,6676999.999,102.179,99.99900000001071,99.99899999983609,69.122,51.1783235614318,"[3498.0, 11432.99, 46649.0, 53612.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1024.laz,130345,366700.0,6677000.0,41.224000000000004,366799.999,6677053.318,73.71600000000001,99.99900000001071,53.3179999999702,32.492000000000004,24.446960400445164,"[10144.0, 13621.32, 37461.0, 50118.0, 54640.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1025.laz,312708,366800.0,6674238.225,32.905,366899.999,6674299.999,57.483000000000004,99.99900000001071,61.774000000208616,24.578000000000003,50.621803203642564,"[9826.0, 14329.07, 43134.0, 52116.92999999999, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1026.laz,817381,366800.0,6674300.0,6.687000000000001,366899.999,6674399.999,108.87,99.99900000001071,99.99899999983609,102.183,81.73973478664698,"[0.0, 16034.97, 46298.0, 53034.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1027.laz,666578,366800.0,6674400.0,27.874,366899.999,6674499.999,107.388,99.99900000001071,99.99899999983609,79.51400000000001,66.65913317609973,"[897.0, 12195.0, 43792.0, 53548.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1028.laz,29072,366800.0,6674500.0,28.187,366899.981,6674520.969,43.507,99.98100000002887,20.968999999575317,15.319999999999997,13.866910549038653,"[14648.0, 16968.0, 39975.0, 49024.29, 52761.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 5.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1029.laz,7724,366800.009,6676777.484,27.539,366848.758,6676799.999,32.253,48.7489999999525,22.514999999664724,4.713999999999999,7.037276295026862,"[19295.0, 38373.090000000004, 47107.0, 49723.85, 50975.0]","[1.0, 1.0, 1.0, 2.0, 4.0]","[1.0, 1.0, 1.0, 2.0, 4.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_103.laz,417117,361600.0,6672400.0,30.249,361699.999,6672499.999,101.605,99.99900000001071,99.99899999983609,71.35600000000001,41.71253424657758,"[647.0, 11427.16, 41774.0, 54793.0, 59366.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1030.laz,232819,366800.0,6676800.0,26.634999999999998,366899.999,6676899.998,39.626,99.99900000001071,99.99799999967217,12.991,23.28259847337151,"[11110.0, 21152.36, 48045.0, 53505.0, 56183.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1031.laz,411102,366800.0,6676900.0,29.154,366899.999,6676999.999,115.026,99.99900000001071,99.99899999983609,85.872,41.11102221639621,"[2349.0, 23302.04, 49238.0, 53312.0, 56464.0]","[1.0, 1.0, 1.0, 2.0, 4.0]","[1.0, 1.0, 1.0, 2.0, 4.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1032.laz,239935,366800.001,6677000.001,37.86,366899.999,6677087.113,65.979,99.99800000002142,87.11199999973178,28.119,27.54382849626496,"[11211.0, 15651.0, 46632.0, 53276.66, 55556.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1033.laz,617535,366900.0,6674205.439,36.543,366999.999,6674299.999,70.001,99.99900000001071,94.55999999959022,33.458000000000006,65.30680789068994,"[493.0, 15045.0, 45913.0, 52596.01000000001, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1034.laz,994506,366900.0,6674300.0,33.051,366999.999,6674399.999,100.982,99.99900000001071,99.99899999983609,67.931,99.45258904198793,"[0.0, 18155.97, 46188.5, 53567.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1035.laz,454674,366900.0,6674400.0,30.799,366999.998,6674499.997,53.825,99.99800000002142,99.99700000043958,23.026000000000003,45.4696734561814,"[7457.0, 14044.0, 42292.0, 52502.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1036.laz,112,366900.018,6674500.009,30.792,366903.447,6674502.028,31.192,3.4290000000037253,2.019000000320375,0.3999999999999986,16.17760467482309,"[18306.0, 19511.46, 45526.5, 49880.83, 50150.0]","[1.0, 1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0, 2.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1037.laz,128341,366900.001,6676821.584,27.086,366999.999,6676899.999,40.367,99.99800000002142,78.41500000003725,13.280999999999999,16.3672214335585,"[11895.0, 16745.8, 46240.0, 51663.0, 56674.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 4.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1038.laz,388496,366900.0,6676900.0,27.614,366999.999,6676999.999,101.45100000000001,99.99900000001071,99.99899999983609,73.837,38.850377003714556,"[361.0, 20179.0, 49301.0, 53367.0, 57626.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1039.laz,351687,366900.0,6677000.0,29.253999999999998,366999.999,6677099.999,107.71600000000001,99.99900000001071,99.99899999983609,78.46200000000002,35.16940338460463,"[1096.0, 14676.720000000001, 47514.0, 52263.0, 59385.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 3.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_104.laz,451741,361600.0,6672500.0,30.268,361699.999,6672599.999,103.462,99.99900000001071,99.99899999983609,73.194,45.17500349562162,"[1088.0, 10473.0, 42395.0, 54627.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1040.laz,19955,366938.425,6677100.001,32.329,366999.999,6677127.802,40.393,61.57400000002235,27.80099999997765,8.064,11.657191931234655,"[36988.0, 43724.54, 45655.0, 48687.92, 50834.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1041.laz,180453,367025.637,6674160.635,42.445,367099.999,6674199.999,64.556,74.36200000002282,39.364000000059605,22.110999999999997,61.64726611217638,"[7363.0, 12792.04, 42433.0, 51793.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1042.laz,1428578,367000.0,6674200.0,-211.406,367099.999,6674299.999,87.065,99.99900000001071,99.99899999983609,298.471,142.86065719907677,"[0.0, 8787.0, 44152.5, 52481.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1043.laz,1108301,367000.0,6674300.0,-211.398,367099.999,6674399.999,108.277,99.99900000001071,99.99899999983609,319.675,110.83231663541928,"[0.0, 13181.99, 47256.0, 53465.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1044.laz,175278,367000.0,6674400.0,35.853,367099.999,6674483.516,51.024,99.99900000001071,83.51599999982864,15.171,20.98756559196667,"[10586.0, 18463.54, 43988.0, 52010.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1045.laz,38724,367000.0,6676861.969,26.808999999999997,367099.978,6676899.999,27.7,99.9780000000028,38.03000000026077,0.8910000000000018,10.184728149983528,"[15543.0, 44571.69, 46924.0, 49499.77, 52912.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[1.0, 1.0, 1.0, 1.0, 3.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
