dataset,src_path,patch_ix,patch_iy,point_count,class_hist_nonzero,min_x,min_y,min_z,max_x,max_y,max_z,span_z,patch_area_m2,points_per_m2_proxy,voxel_size,coord_norm_factor,occupied_voxels,points_per_voxel_mean,points_per_voxel_q,intensity_q,return_number_q,number_of_returns_q
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1006.laz,0,0,381716,"{""1"": 109, ""2"": 108373, ""3"": 272273, ""4"": 579, ""5"": 1, ""7"": 50, ""8"": 80, ""10"": 251}",366500.0,6676713.29,43.31,366599.998,6676799.999,81.85900000000001,38.54900000000001,10000.0,38.1716,0.05,10.0,144312,2.645074560674095,"[1.0, 1.0, 2.0, 3.0, 10.0, 17.0]","[6517.0, 11701.0, 38881.0, 52700.0, 58311.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1007.laz,0,0,589850,"{""2"": 345887, ""3"": 232723, ""4"": 56, ""5"": 3, ""6"": 9886, ""7"": 1028, ""8"": 148, ""10"": 119}",366500.0,6676800.0,47.509,366599.999,6676899.999,120.58,73.071,10000.0,58.985,0.05,10.0,140684,4.19272980580592,"[1.0, 1.0, 3.0, 6.0, 13.0, 18.0]","[1636.0, 10262.0, 47338.0, 54178.0, 59002.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1008.laz,0,0,318790,"{""1"": 5, ""2"": 130528, ""3"": 188237, ""5"": 1, ""8"": 1, ""10"": 18}",366500.0,6676900.0,55.451,366599.999,6676981.027,86.463,31.011999999999993,10000.0,31.879,0.05,10.0,100702,3.1656769478262596,"[1.0, 1.0, 2.0, 4.0, 11.0, 17.0]","[4960.0, 10753.0, 38325.0, 52130.0, 56631.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1009.laz,0,0,6021,"{""2"": 4423, ""3"": 1598}",366662.691,6674288.616,34.235,366699.994,6674299.999,39.552,5.317,10000.0,0.6021,0.05,10.0,1207,4.988400994200497,"[1.0, 1.0, 3.0, 8.0, 15.0, 18.0]","[14130.0, 18816.4, 43162.0, 49621.6, 56693.0]","[1.0, 1.0, 1.0, 3.0, 4.0]","[1.0, 1.0, 1.0, 3.0, 4.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_101.laz,0,0,188,"{""2"": 104, ""3"": 84}",361600.003,6671400.01,47.903999999999996,361614.028,6671404.389,52.119,4.215000000000003,10000.0,0.0188,0.05,10.0,140,1.3428571428571427,"[1.0, 1.0, 1.0, 1.0, 4.0, 4.0]","[14222.0, 14344.58, 24525.0, 50390.7, 53224.0]","[1.0, 1.87, 3.0, 5.0, 6.0]","[1.0, 1.87, 3.0, 5.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1010.laz,0,0,742198,"{""1"": 1619, ""2"": 366419, ""3"": 316113, ""4"": 50701, ""5"": 27, ""7"": 90, ""8"": 510, ""10"": 4758, ""11"": 1961}",366600.0,6674300.0,28.146,366699.999,6674399.999,101.717,73.571,10000.0,74.2198,0.05,10.0,133413,5.563161011295751,"[1.0, 2.0, 4.0, 8.0, 22.0, 28.0]","[2535.0, 10263.99, 43237.0, 53397.01000000001, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1011.laz,0,0,745987,"{""1"": 2188, ""2"": 662010, ""3"": 18558, ""4"": 45356, ""5"": 167, ""6"": 5564, ""8"": 264, ""9"": 1614, ""10"": 2480, ""11"": 7786}",366600.0,6674400.0,20.351,366699.999,6674499.999,83.839,63.488,10000.0,74.5987,0.05,10.0,62496,11.936555939580133,"[1.0, 5.0, 13.0, 18.0, 23.0, 27.0]","[0.0, 24670.949999999997, 46246.0, 52930.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 2.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1012.laz,0,0,187624,"{""1"": 4615, ""2"": 104963, ""3"": 24567, ""4"": 53243, ""8"": 146, ""10"": 90}",366600.0,6674500.0,19.723,366699.999,6674577.764,37.958,18.235,10000.0,18.7624,0.05,10.0,41588,4.5114937001058,"[1.0, 2.0, 3.0, 7.0, 14.0, 19.0]","[13074.0, 19366.0, 42849.0, 51597.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1013.laz,0,0,155692,"{""1"": 79, ""2"": 55250, ""3"": 95288, ""4"": 4375, ""5"": 1, ""7"": 252, ""8"": 161, ""10"": 43, ""11"": 243}",366600.0,6676729.33,29.705,366699.999,6676799.999,66.5,36.795,10000.0,15.5692,0.05,10.0,68243,2.2814354585818326,"[1.0, 1.0, 2.0, 3.0, 7.0, 13.0]","[10613.0, 15211.0, 41575.0, 51184.09, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1014.laz,0,0,569013,"{""1"": 109, ""2"": 229361, ""3"": 324050, ""4"": 5295, ""5"": 34, ""6"": 7278, ""7"": 297, ""8"": 203, ""9"": 2386}",366600.0,6676800.0,35.263,366699.999,6676899.999,121.917,86.654,10000.0,56.9013,0.05,10.0,177186,3.2113880329145643,"[1.0, 1.0, 2.0, 4.0, 13.0, 18.0]","[678.0, 9968.99, 44527.0, 54278.0, 59697.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1015.laz,0,0,504822,"{""1"": 82, ""2"": 214469, ""3"": 287389, ""5"": 7, ""6"": 2117, ""7"": 713, ""8"": 41, ""10"": 4}",366600.0,6676900.0,48.804,366699.999,6676999.999,129.87900000000002,81.07500000000002,10000.0,50.4822,0.05,10.0,149168,3.3842513139547354,"[1.0, 1.0, 2.0, 5.0, 12.0, 19.0]","[130.0, 10403.0, 39415.0, 52915.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1016.laz,0,0,4886,"{""2"": 2890, ""3"": 1996}",366660.46,6677000.0,54.168,366699.997,6677017.673,68.429,14.261000000000003,10000.0,0.4886,0.05,10.0,2177,2.2443729903536975,"[1.0, 1.0, 2.0, 3.0, 7.0, 10.0]","[13953.0, 15107.95, 34119.5, 49735.049999999996, 52587.0]","[1.0, 1.0, 2.0, 5.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1017.laz,0,0,106982,"{""1"": 54, ""2"": 92606, ""3"": 14095, ""8"": 227}",366700.001,6674261.384,31.83,366799.999,6674299.999,45.466,13.636000000000003,10000.0,10.6982,0.05,10.0,18213,5.873936199417998,"[1.0, 2.0, 5.0, 9.0, 18.88000000000102, 37.0]","[12611.0, 18304.239999999998, 43764.0, 51113.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1018.laz,0,0,775757,"{""1"": 2994, ""2"": 675753, ""3"": 80996, ""5"": 53, ""6"": 2986, ""8"": 582, ""9"": 1093, ""10"": 3489, ""11"": 7811}",366700.0,6674300.0,28.397,366799.999,6674399.999,71.16499999999999,42.767999999999994,10000.0,77.5757,0.05,10.0,75732,10.243450588918819,"[1.0, 3.0, 9.0, 18.0, 24.0, 29.0]","[254.0, 17099.989999999998, 45446.0, 52843.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 3.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1019.laz,0,0,690988,"{""1"": 2844, ""2"": 620759, ""3"": 25330, ""4"": 15161, ""5"": 44, ""6"": 3002, ""7"": 4, ""8"": 1416, ""10"": 2806, ""11"": 19622}",366700.0,6674400.0,11.966000000000001,366799.999,6674499.999,107.986,96.02000000000001,10000.0,69.0988,0.05,10.0,58006,11.912353894424715,"[1.0, 5.0, 13.0, 18.0, 24.0, 30.0]","[0.0, 20517.98, 44566.0, 52653.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 2.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_102.laz,0,0,58895,"{""1"": 7, ""2"": 15686, ""3"": 43202}",361600.0,6672329.284,31.454,361680.775,6672399.998,59.179,27.725,10000.0,5.8895,0.05,10.0,31312,1.8809082779764947,"[1.0, 1.0, 1.0, 2.0, 6.0, 9.0]","[10602.0, 14191.0, 39491.0, 52808.0, 58007.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 2.0, 5.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1020.laz,0,0,93288,"{""1"": 624, ""2"": 70149, ""3"": 5014, ""4"": 15844, ""5"": 9, ""7"": 367, ""8"": 185, ""10"": 433, ""11"": 663}",366700.001,6674500.0,19.902,366799.995,6674556.155,47.647,27.744999999999997,10000.0,9.3288,0.05,10.0,19643,4.749172733289212,"[1.0, 3.0, 4.0, 6.0, 16.0, 28.0]","[13651.0, 25939.35, 41475.0, 50535.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 2.0, 3.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1021.laz,0,0,59011,"{""2"": 59010, ""3"": 1}",366700.0,6676742.453,27.566,366799.999,6676799.999,34.745,7.1789999999999985,10000.0,5.9011,0.05,10.0,15991,3.6902632730911136,"[1.0, 3.0, 4.0, 4.0, 7.0, 10.0]","[16310.0, 43681.1, 46817.0, 51038.9, 53778.0]","[1.0, 1.0, 1.0, 1.0, 6.0]","[1.0, 1.0, 1.0, 1.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1022.laz,0,0,344882,"{""2"": 213220, ""3"": 130365, ""5"": 8, ""6"": 886, ""7"": 312, ""8"": 90, ""10"": 1}",366700.0,6676800.0,28.215,366799.999,6676899.999,107.565,79.35,10000.0,34.4882,0.05,10.0,97518,3.536598371582682,"[1.0, 1.0, 3.0, 5.0, 10.0, 15.0]","[1460.0, 11501.0, 46967.0, 53519.0, 58635.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1023.laz,0,0,511773,"{""1"": 126, ""2"": 306599, ""3"": 195500, ""5"": 6, ""6"": 8246, ""7"": 1065, ""8"": 231}",366700.0,6676900.0,33.057,366799.999,6676999.999,102.179,69.122,10000.0,51.1773,0.05,10.0,135777,3.7692171722751278,"[1.0, 1.0, 2.0, 6.0, 12.0, 15.0]","[3498.0, 11432.99, 46649.0, 53612.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1024.laz,0,0,130345,"{""2"": 32326, ""3"": 97951, ""7"": 19, ""8"": 49}",366700.0,6677000.0,41.224000000000004,366799.999,6677053.318,73.71600000000001,32.492000000000004,10000.0,13.0345,0.05,10.0,56807,2.2945235622370483,"[1.0, 1.0, 2.0, 3.0, 8.0, 12.0]","[10144.0, 13621.32, 37461.0, 50118.0, 54640.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1025.laz,0,0,312708,"{""1"": 615, ""2"": 180494, ""3"": 125503, ""4"": 5544, ""5"": 2, ""8"": 302, ""10"": 115, ""11"": 133}",366800.0,6674238.225,32.905,366899.999,6674299.999,57.483000000000004,24.578000000000003,10000.0,31.2708,0.05,10.0,64478,4.8498402555910545,"[1.0, 1.0, 3.0, 7.0, 18.0, 26.0]","[9826.0, 14329.07, 43134.0, 52116.92999999999, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1026.laz,0,0,817381,"{""1"": 2232, ""2"": 710262, ""3"": 84139, ""4"": 98, ""5"": 123, ""6"": 5483, ""7"": 142, ""8"": 469, ""10"": 9905, ""11"": 4528}",366800.0,6674300.0,6.687000000000001,366899.999,6674399.999,108.87,102.183,10000.0,81.7381,0.05,10.0,78114,10.463950124177485,"[1.0, 3.0, 9.0, 18.0, 25.0, 29.0]","[0.0, 16034.97, 46298.0, 53034.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1027.laz,0,0,666578,"{""1"": 421, ""2"": 419229, ""3"": 243171, ""5"": 3, ""8"": 335, ""11"": 3419}",366800.0,6674400.0,27.874,366899.999,6674499.999,107.388,79.51400000000001,10000.0,66.6578,0.05,10.0,118397,5.630024409402266,"[1.0, 2.0, 4.0, 9.0, 20.0, 25.0]","[897.0, 12195.0, 43792.0, 53548.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1028.laz,0,0,29072,"{""1"": 15, ""2"": 15293, ""3"": 8617, ""4"": 5127, ""8"": 20}",366800.0,6674500.0,28.187,366899.981,6674520.969,43.507,15.319999999999997,10000.0,2.9072,0.05,10.0,11599,2.506422967497198,"[1.0, 1.0, 2.0, 4.0, 6.0, 10.0]","[14648.0, 16968.0, 39975.0, 49024.29, 52761.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 5.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1029.laz,0,0,7724,"{""2"": 7687, ""3"": 37}",366800.009,6676777.484,27.539,366848.758,6676799.999,32.253,4.713999999999999,10000.0,0.7724,0.05,10.0,2070,3.7314009661835748,"[1.0, 3.0, 4.0, 4.0, 6.0, 8.0]","[19295.0, 38373.090000000004, 47107.0, 49723.85, 50975.0]","[1.0, 1.0, 1.0, 2.0, 4.0]","[1.0, 1.0, 1.0, 2.0, 4.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_103.laz,0,0,417117,"{""1"": 180, ""2"": 161495, ""3"": 255050, ""5"": 6, ""6"": 2, ""7"": 94, ""10"": 290}",361600.0,6672400.0,30.249,361699.999,6672499.999,101.605,71.35600000000001,10000.0,41.7117,0.05,10.0,171614,2.430553451350123,"[1.0, 1.0, 2.0, 3.0, 8.0, 12.0]","[647.0, 11427.16, 41774.0, 54793.0, 59366.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1030.laz,0,0,232819,"{""1"": 8, ""2"": 204668, ""3"": 28139, ""4"": 3, ""5"": 1}",366800.0,6676800.0,26.634999999999998,366899.999,6676899.998,39.626,12.991,10000.0,23.2819,0.05,10.0,48442,4.806139300606912,"[1.0, 3.0, 5.0, 7.0, 10.0, 13.0]","[11110.0, 21152.36, 48045.0, 53505.0, 56183.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1031.laz,0,0,411102,"{""1"": 39, ""2"": 381272, ""3"": 18547, ""5"": 7, ""6"": 9437, ""7"": 874, ""8"": 62, ""9"": 864}",366800.0,6676900.0,29.154,366899.999,6676999.999,115.026,85.872,10000.0,41.1102,0.05,10.0,57227,7.183706991455082,"[1.0, 3.0, 9.0, 10.0, 13.0, 16.0]","[2349.0, 23302.04, 49238.0, 53312.0, 56464.0]","[1.0, 1.0, 1.0, 2.0, 4.0]","[1.0, 1.0, 1.0, 2.0, 4.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1032.laz,0,0,239935,"{""2"": 184405, ""3"": 55529, ""10"": 1}",366800.001,6677000.001,37.86,366899.999,6677087.113,65.979,28.119,10000.0,23.9935,0.05,10.0,53379,4.494932464077634,"[1.0, 1.0, 4.0, 7.0, 11.0, 14.0]","[11211.0, 15651.0, 46632.0, 53276.66, 55556.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1033.laz,0,0,617535,"{""1"": 1126, ""2"": 441226, ""3"": 111063, ""4"": 61684, ""5"": 14, ""8"": 697, ""10"": 1725}",366900.0,6674205.439,36.543,366999.999,6674299.999,70.001,33.458000000000006,10000.0,61.7535,0.05,10.0,59009,10.465098544289853,"[1.0, 3.0, 8.0, 18.0, 28.0, 38.0]","[493.0, 15045.0, 45913.0, 52596.01000000001, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1034.laz,0,0,994506,"{""1"": 3682, ""2"": 846774, ""3"": 104288, ""4"": 18743, ""5"": 34, ""6"": 7023, ""7"": 544, ""8"": 571, ""9"": 2089, ""10"": 7171, ""11"": 3587}",366900.0,6674300.0,33.051,366999.999,6674399.999,100.982,67.931,10000.0,99.4506,0.05,10.0,76165,13.05725727039979,"[1.0, 3.0, 12.0, 22.0, 30.0, 36.0]","[0.0, 18155.97, 46188.5, 53567.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1035.laz,0,0,454674,"{""1"": 763, ""2"": 284899, ""3"": 163732, ""4"": 1965, ""7"": 2, ""8"": 183, ""10"": 1010, ""11"": 2120}",366900.0,6674400.0,30.799,366999.998,6674499.997,53.825,23.026000000000003,10000.0,45.4674,0.05,10.0,92453,4.917893416114134,"[1.0, 1.0, 3.0, 7.0, 19.0, 26.0]","[7457.0, 14044.0, 42292.0, 52502.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1036.laz,0,0,112,"{""2"": 112}",366900.018,6674500.009,30.792,366903.447,6674502.028,31.192,0.3999999999999986,10000.0,0.0112,0.05,10.0,22,5.090909090909091,"[1.0, 3.25, 5.5, 7.0, 8.0, 8.0]","[18306.0, 19511.46, 45526.5, 49880.83, 50150.0]","[1.0, 1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0, 2.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1037.laz,0,0,128341,"{""2"": 104646, ""3"": 23695}",366900.001,6676821.584,27.086,366999.999,6676899.999,40.367,13.280999999999999,10000.0,12.8341,0.05,10.0,34111,3.7624519949576385,"[1.0, 2.0, 4.0, 5.0, 9.0, 12.0]","[11895.0, 16745.8, 46240.0, 51663.0, 56674.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 4.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1038.laz,0,0,388496,"{""2"": 354719, ""3"": 26075, ""5"": 12, ""6"": 6079, ""7"": 93, ""8"": 69, ""9"": 1449}",366900.0,6676900.0,27.614,366999.999,6676999.999,101.45100000000001,73.837,10000.0,38.8496,0.05,10.0,58653,6.62363391471877,"[1.0, 3.0, 8.0, 10.0, 13.0, 17.0]","[361.0, 20179.0, 49301.0, 53367.0, 57626.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]"
